ID nest,Date,Day,Class,TA,SA,NM,NH
98,2004-08-19,160,5,49.21,49.21,4,32
98,2004-09-22,193,5,76.6,76.6,2,56
98,2004-10-26,227,5,77.16,77.16,2,25
98,2004-11-30,262,5,233.7,233.7,1,56
98,2005-01-13,306,5,269.98,269.98,1,62
98,2005-03-03,355,5,344.42,344.42,1,126
98,2005-04-13,396,5,344.42,344.42,1,145
98,2005-06-06,450,5,344.42,344.42,1,170
99,2004-03-12,0,5,65.7,41.88,3,20
99,2004-04-28,47,5,67.5,67.5,1,50
99,2004-05-27,76,5,53.31,53.31,1,45
99,2004-07-08,118,5,63.42,63.42,1,79
99,2004-08-19,160,5,67.81,67.81,1,47
99,2004-09-22,193,5,67.81,67.81,1,62
99,2004-10-26,227,5,67.81,67.81,1,49
99,2004-11-30,262,5,67.81,67.81,1,16
99,2005-01-13,306,5,103.77,103.77,1,30
99,2005-03-03,355,5,103.77,103.77,1,68
99,2005-04-13,396,5,103.77,103.77,1,15
99,2005-06-06,450,5,105.5,105.5,1,76
100,2004-03-12,0,5,29.15,15.63,3,14
100,2004-04-28,47,5,39.65,37.72,2,45
100,2004-05-27,76,5,52.54,38.56,3,39
100,2004-07-08,118,5,45.6,45.6,3,28
100,2004-08-19,160,5,48.43,48.43,2,64
100,2004-09-22,193,5,48.43,48.43,2,49
100,2004-10-26,227,5,58.14,58.14,1,43
100,2004-11-30,262,5,103.7,103.7,1,63
100,2005-01-13,306,5,103.7,103.7,1,63
100,2005-03-03,355,5,110.3,110.3,1,77
100,2005-04-13,396,5,110.3,110.3,1,148
100,2005-06-06,450,5,344.42,344.42,1,170
101,2004-07-08,118,1,0.096,0.096,1,1
101,2004-08-19,160,1,0.096,0.096,1,1
101,2004-09-22,193,1,0.096,0.096,1,1
102,2004-07-08,118,1,0.12,0.12,1,1
102,2004-08-19,160,1,0.12,0.12,1,1
102,2004-09-22,193,1,0.12,0.12,1,1
103,2004-07-08,118,1,0.05,0.05,1,1
103,2004-08-19,160,1,0.05,0.05,1,1
103,2004-09-22,193,1,0.05,0.05,1,1
104,2004-07-08,118,1,0.078,0.078,1,1
104,2004-08-19,160,1,0.078,0.078,1,1
104,2004-09-22,193,1,0.078,0.078,1,1
104,2004-10-26,227,1,0.078,0.078,1,1
104,2004-11-30,262,1,0.12,0.12,1,0
104,2005-01-13,306,1,0.1944,0.1944,1,1
104,2005-03-03,355,1,1.79,1.79,1,2
104,2005-04-13,396,1,3.48,3.48,1,2
104,2005-06-06,450,1,4.66,4.66,1,5
105,2004-07-08,118,2,1.26,1.26,1,2
105,2004-08-19,160,2,2,2,1,2
105,2004-09-22,193,2,2,2,1,1
105,2004-10-26,227,2,2,2,1,1
105,2004-11-30,262,2,4.99,4.99,1,0
105,2005-01-13,306,2,4.99,4.99,1,1
105,2005-03-03,355,2,4.52,4.52,1,13
105,2005-04-13,396,2,7.61,7.61,1,20
105,2005-06-06,450,2,7.61,7.61,1,20
106,2004-07-08,118,3,3.67,3.67,1,2
106,2004-08-19,160,3,3.67,3.67,1,2
106,2004-09-22,193,3,3.67,3.67,1,2
106,2004-10-26,227,3,3.67,3.67,1,1
106,2004-11-30,262,3,3.67,3.67,1,0
106,2005-01-13,306,3,4.38,4.38,1,1
106,2005-03-03,355,3,4.38,4.38,1,1
106,2005-04-13,396,3,14.04,14.04,1,14
106,2005-06-06,450,3,16.42,16.42,1,19
107,2004-07-08,118,3,8.01,8.01,1,10
107,2004-08-19,160,3,8.83,8.83,1,10
107,2004-09-22,193,3,8.83,8.83,1,1
107,2004-10-26,227,3,8.83,8.83,1,1
107,2004-11-30,262,3,10.08,10.08,1,2
107,2005-01-13,306,3,19.49,19.49,1,13
107,2005-03-03,355,3,19.49,19.49,1,13
107,2005-04-13,396,3,67.11,67.11,1,72
107,2005-06-06,450,3,69.3,69.3,1,28
108,2004-07-08,118,1,0.06,0.06,1,1
108,2004-08-19,160,1,0.06,0.06,1,1
108,2004-09-22,193,1,0.05,0.05,1,1
108,2004-10-26,227,1,0.05,0.05,1,1
108,2004-11-30,262,1,0.05,0.05,1,0
108,2005-01-13,306,1,0.05,0.05,1,0
108,2005-03-03,355,1,0.05,0.05,1,0
108,2005-04-13,396,1,0.05,0.05,1,0
109,2004-07-08,118,1,0.09,0.09,1,1
109,2004-08-19,160,1,0.09,0.09,1,1
109,2004-09-22,193,1,0.09,0.09,1,1
109,2004-10-26,227,1,0.09,0.09,1,1
110,2004-07-08,118,1,0.075,0.075,1,1
110,2004-08-19,160,1,0.075,0.075,1,1
110,2004-09-22,193,1,32.29,32.29,2,16
110,2004-10-26,227,1,33.96,33.96,2,36
111,2004-07-08,118,1,0.4,0.4,1,1
111,2004-08-19,160,1,0.4,0.4,1,1
111,2004-09-22,193,1,0.54,0.54,1,1
111,2004-10-26,227,1,0.54,0.54,1,1
111,2004-11-30,262,1,0.54,0.54,1,0
111,2005-01-13,306,1,0.54,0.54,1,0
111,2005-03-03,355,1,0.54,0.54,1,0
111,2005-04-13,396,1,0.54,0.54,1,0
112,2004-07-08,118,2,1.15,1.15,2,2
112,2004-08-19,160,2,1.15,1.15,2,2
112,2004-09-22,193,2,1.15,1.15,2,2
112,2004-10-26,227,2,1.18,1.18,2,1
112,2004-11-30,262,2,3.66,3.66,2,0
112,2005-01-13,306,2,3.66,3.66,2,1
112,2005-03-03,355,2,3.66,3.66,2,1
112,2005-04-13,396,2,20.3,20.3,1,40
112,2005-06-06,450,2,23.8,23.8,1,35
